locus_tag	ftype	length_bp	gene	EC_number	COG	product
NMICGJMG_00484	CDS	1260	N_37			Nucleoprotein
NMICGJMG_00485	CDS	156				hypothetical protein
NMICGJMG_00486	misc_RNA	43				s2m
NMICGJMG_00487	CDS	13218	1a_39			Replicase polyprotein 1a
NMICGJMG_00488	misc_RNA	82				Corona_FSE
NMICGJMG_00489	CDS	7788	rep_39			Replicase polyprotein 1ab
NMICGJMG_00490	CDS	3822	S_39			Spike glycoprotein
NMICGJMG_00491	CDS	828	3a_39			Protein 3a
NMICGJMG_00492	CDS	669	M_39			Membrane protein
NMICGJMG_00493	CDS	186				hypothetical protein
NMICGJMG_00494	CDS	366	7a_39			Protein 7a
NMICGJMG_00495	CDS	132				hypothetical protein
NMICGJMG_00496	CDS	366				hypothetical protein
NMICGJMG_00497	CDS	1260	N_38			Nucleoprotein
NMICGJMG_00498	CDS	156				hypothetical protein
NMICGJMG_00499	misc_RNA	43				s2m
NMICGJMG_00500	CDS	3954	1a_40			Replicase polyprotein 1a
NMICGJMG_00501	CDS	4830	1a_41			Replicase polyprotein 1a
NMICGJMG_00502	CDS	3558	1a_42			Replicase polyprotein 1a
NMICGJMG_00503	misc_RNA	82				Corona_FSE
NMICGJMG_00504	CDS	7788	rep_40			Replicase polyprotein 1ab
NMICGJMG_00505	CDS	3822	S_40			Spike glycoprotein
NMICGJMG_00506	CDS	828	3a_40			Protein 3a
NMICGJMG_00507	CDS	669	M_40			Membrane protein
NMICGJMG_00508	CDS	186				hypothetical protein
NMICGJMG_00509	CDS	366	7a_40			Protein 7a
NMICGJMG_00510	CDS	132				hypothetical protein
NMICGJMG_00511	CDS	366				hypothetical protein
NMICGJMG_00512	CDS	1260	N_39			Nucleoprotein
NMICGJMG_00513	CDS	156				hypothetical protein
NMICGJMG_00514	misc_RNA	43				s2m
NMICGJMG_00515	CDS	13218	1a_43			Replicase polyprotein 1a
NMICGJMG_00516	misc_RNA	82				Corona_FSE
NMICGJMG_00517	CDS	7788	rep_41			Replicase polyprotein 1ab
NMICGJMG_00518	CDS	3822	S_41			Spike glycoprotein
NMICGJMG_00519	CDS	828	3a_41			Protein 3a
NMICGJMG_00520	CDS	669	M_41			Membrane protein
NMICGJMG_00521	CDS	186				hypothetical protein
NMICGJMG_00522	CDS	366	7a_41			Protein 7a
NMICGJMG_00523	CDS	132				hypothetical protein
NMICGJMG_00524	CDS	366				hypothetical protein
NMICGJMG_00525	CDS	1260	N_40			Nucleoprotein
NMICGJMG_00526	CDS	156				hypothetical protein
NMICGJMG_00527	misc_RNA	43				s2m
NMICGJMG_00528	CDS	13218	1a_44			Replicase polyprotein 1a
NMICGJMG_00529	misc_RNA	82				Corona_FSE
NMICGJMG_00530	CDS	7788	rep_42			Replicase polyprotein 1ab
NMICGJMG_00531	CDS	3822	S_42			Spike glycoprotein
NMICGJMG_00532	CDS	828	3a_42			Protein 3a
NMICGJMG_00533	CDS	669	M_42			Membrane protein
NMICGJMG_00534	CDS	186				hypothetical protein
NMICGJMG_00535	CDS	366	7a_42			Protein 7a
NMICGJMG_00536	CDS	132				hypothetical protein
NMICGJMG_00537	CDS	366				hypothetical protein
NMICGJMG_00538	CDS	1260	N_41			Nucleoprotein
NMICGJMG_00539	CDS	156				hypothetical protein
NMICGJMG_00540	misc_RNA	43				s2m
NMICGJMG_00541	CDS	13218	1a_45			Replicase polyprotein 1a
NMICGJMG_00542	misc_RNA	82				Corona_FSE
NMICGJMG_00543	CDS	7788	rep_43			Replicase polyprotein 1ab
NMICGJMG_00544	CDS	3822	S_43			Spike glycoprotein
NMICGJMG_00545	CDS	828	3a_43			Protein 3a
NMICGJMG_00546	CDS	669	M_43			Membrane protein
NMICGJMG_00547	CDS	186				hypothetical protein
NMICGJMG_00548	CDS	366	7a_43			Protein 7a
NMICGJMG_00549	CDS	132				hypothetical protein
NMICGJMG_00550	CDS	366				hypothetical protein
NMICGJMG_00551	CDS	1260	N_42			Nucleoprotein
NMICGJMG_00552	CDS	156				hypothetical protein
NMICGJMG_00553	misc_RNA	43				s2m
NMICGJMG_00554	CDS	13218	1a_46			Replicase polyprotein 1a
NMICGJMG_00555	misc_RNA	82				Corona_FSE
NMICGJMG_00556	CDS	7788	rep_44			Replicase polyprotein 1ab
NMICGJMG_00557	CDS	3822	S_44			Spike glycoprotein
NMICGJMG_00558	CDS	828	3a_44			Protein 3a
NMICGJMG_00559	CDS	669	M_44			Membrane protein
NMICGJMG_00560	CDS	186				hypothetical protein
NMICGJMG_00561	CDS	366	7a_44			Protein 7a
NMICGJMG_00562	CDS	132				hypothetical protein
NMICGJMG_00563	CDS	366				hypothetical protein
NMICGJMG_00564	CDS	1260	N_43			Nucleoprotein
NMICGJMG_00565	misc_RNA	43				s2m
NMICGJMG_00566	CDS	13218	1a_47			Replicase polyprotein 1a
NMICGJMG_00567	misc_RNA	82				Corona_FSE
NMICGJMG_00568	CDS	7788	rep_45			Replicase polyprotein 1ab
NMICGJMG_00569	CDS	3822	S_45			Spike glycoprotein
NMICGJMG_00570	CDS	828	3a_45			Protein 3a
NMICGJMG_00571	CDS	669	M_45			Membrane protein
NMICGJMG_00572	CDS	186				hypothetical protein
NMICGJMG_00573	CDS	366	7a_45			Protein 7a
NMICGJMG_00574	CDS	132				hypothetical protein
NMICGJMG_00575	CDS	366				hypothetical protein
NMICGJMG_00576	CDS	1260	N_44			Nucleoprotein
NMICGJMG_00577	CDS	156				hypothetical protein
NMICGJMG_00578	misc_RNA	43				s2m
NMICGJMG_00579	CDS	13218	1a_48			Replicase polyprotein 1a
NMICGJMG_00580	misc_RNA	82				Corona_FSE
NMICGJMG_00581	CDS	7788	rep_46			Replicase polyprotein 1ab
NMICGJMG_00582	CDS	3822	S_46			Spike glycoprotein
NMICGJMG_00583	CDS	828	3a_46			Protein 3a
NMICGJMG_00584	CDS	669	M_46			Membrane protein
NMICGJMG_00585	CDS	186				hypothetical protein
NMICGJMG_00586	CDS	366	7a_46			Protein 7a
NMICGJMG_00587	CDS	132				hypothetical protein
NMICGJMG_00588	CDS	366				hypothetical protein
NMICGJMG_00589	CDS	1260	N_45			Nucleoprotein
NMICGJMG_00590	CDS	156				hypothetical protein
NMICGJMG_00591	misc_RNA	43				s2m
