locus_tag	ftype	length_bp	gene	EC_number	COG	product
EBIIEENH_00286	CDS	366	7a_23			Protein 7a
EBIIEENH_00287	gene	132				
EBIIEENH_00287	CDS	132				hypothetical protein
EBIIEENH_00288	gene	366				
EBIIEENH_00288	CDS	366				hypothetical protein
EBIIEENH_00289	gene	1260	N_23			
EBIIEENH_00289	CDS	1260	N_23			Nucleoprotein
EBIIEENH_00290	gene	156				
EBIIEENH_00290	CDS	156				hypothetical protein
EBIIEENH_00291	gene	43				
EBIIEENH_00291	misc_RNA	43				s2m
EBIIEENH_00292	gene	13218	1a_24			
EBIIEENH_00292	CDS	13218	1a_24			Replicase polyprotein 1a
EBIIEENH_00293	gene	82				
EBIIEENH_00293	misc_RNA	82				Corona_FSE
EBIIEENH_00294	gene	7788	rep_24			
EBIIEENH_00294	CDS	7788	rep_24			Replicase polyprotein 1ab
EBIIEENH_00295	gene	3822	S_24			
EBIIEENH_00295	CDS	3822	S_24			Spike glycoprotein
EBIIEENH_00296	gene	828	3a_24			
EBIIEENH_00296	CDS	828	3a_24			Protein 3a
EBIIEENH_00297	gene	669	M_24			
EBIIEENH_00297	CDS	669	M_24			Membrane protein
EBIIEENH_00298	gene	186				
EBIIEENH_00298	CDS	186				hypothetical protein
EBIIEENH_00299	gene	366	7a_24			
EBIIEENH_00299	CDS	366	7a_24			Protein 7a
EBIIEENH_00300	gene	132				
EBIIEENH_00300	CDS	132				hypothetical protein
EBIIEENH_00301	gene	366				
EBIIEENH_00301	CDS	366				hypothetical protein
EBIIEENH_00302	gene	1260	N_24			
EBIIEENH_00302	CDS	1260	N_24			Nucleoprotein
EBIIEENH_00303	gene	156				
EBIIEENH_00303	CDS	156				hypothetical protein
EBIIEENH_00304	gene	43				
EBIIEENH_00304	misc_RNA	43				s2m
EBIIEENH_00305	gene	13218	1a_25			
EBIIEENH_00305	CDS	13218	1a_25			Replicase polyprotein 1a
EBIIEENH_00306	gene	82				
EBIIEENH_00306	misc_RNA	82				Corona_FSE
EBIIEENH_00307	gene	7788	rep_25			
EBIIEENH_00307	CDS	7788	rep_25			Replicase polyprotein 1ab
EBIIEENH_00308	gene	3822	S_25			
EBIIEENH_00308	CDS	3822	S_25			Spike glycoprotein
EBIIEENH_00309	gene	828	3a_25			
EBIIEENH_00309	CDS	828	3a_25			Protein 3a
EBIIEENH_00310	gene	669	M_25			
EBIIEENH_00310	CDS	669	M_25			Membrane protein
EBIIEENH_00311	gene	186				
EBIIEENH_00311	CDS	186				hypothetical protein
EBIIEENH_00312	gene	366	7a_25			
EBIIEENH_00312	CDS	366	7a_25			Protein 7a
EBIIEENH_00313	gene	132				
EBIIEENH_00313	CDS	132				hypothetical protein
EBIIEENH_00314	gene	366				
EBIIEENH_00314	CDS	366				hypothetical protein
EBIIEENH_00315	gene	1260	N_25			
EBIIEENH_00315	CDS	1260	N_25			Nucleoprotein
EBIIEENH_00316	gene	156				
EBIIEENH_00316	CDS	156				hypothetical protein
EBIIEENH_00317	gene	43				
EBIIEENH_00317	misc_RNA	43				s2m
EBIIEENH_00318	gene	13218	1a_26			
EBIIEENH_00318	CDS	13218	1a_26			Replicase polyprotein 1a
EBIIEENH_00319	gene	82				
EBIIEENH_00319	misc_RNA	82				Corona_FSE
EBIIEENH_00320	gene	7788	rep_26			
EBIIEENH_00320	CDS	7788	rep_26			Replicase polyprotein 1ab
EBIIEENH_00321	gene	3822	S_26			
EBIIEENH_00321	CDS	3822	S_26			Spike glycoprotein
EBIIEENH_00322	gene	828	3a_26			
EBIIEENH_00322	CDS	828	3a_26			Protein 3a
EBIIEENH_00323	gene	669	M_26			
EBIIEENH_00323	CDS	669	M_26			Membrane protein
EBIIEENH_00324	gene	186				
EBIIEENH_00324	CDS	186				hypothetical protein
EBIIEENH_00325	gene	366	7a_26			
EBIIEENH_00325	CDS	366	7a_26			Protein 7a
EBIIEENH_00326	gene	132				
EBIIEENH_00326	CDS	132				hypothetical protein
EBIIEENH_00327	gene	366				
EBIIEENH_00327	CDS	366				hypothetical protein
EBIIEENH_00328	gene	1260	N_26			
EBIIEENH_00328	CDS	1260	N_26			Nucleoprotein
EBIIEENH_00329	gene	156				
EBIIEENH_00329	CDS	156				hypothetical protein
EBIIEENH_00330	gene	43				
EBIIEENH_00330	misc_RNA	43				s2m
EBIIEENH_00331	gene	13218	1a_27			
EBIIEENH_00331	CDS	13218	1a_27			Replicase polyprotein 1a
EBIIEENH_00332	gene	82				
EBIIEENH_00332	misc_RNA	82				Corona_FSE
EBIIEENH_00333	gene	7788	rep_27			
EBIIEENH_00333	CDS	7788	rep_27			Replicase polyprotein 1ab
EBIIEENH_00334	gene	3822	S_27			
EBIIEENH_00334	CDS	3822	S_27			Spike glycoprotein
EBIIEENH_00335	gene	828	3a_27			
EBIIEENH_00335	CDS	828	3a_27			Protein 3a
EBIIEENH_00336	gene	669	M_27			
EBIIEENH_00336	CDS	669	M_27			Membrane protein
EBIIEENH_00337	gene	186				
EBIIEENH_00337	CDS	186				hypothetical protein
EBIIEENH_00338	gene	366	7a_27			
EBIIEENH_00338	CDS	366	7a_27			Protein 7a
EBIIEENH_00339	gene	132				
EBIIEENH_00339	CDS	132				hypothetical protein
EBIIEENH_00340	gene	366				
EBIIEENH_00340	CDS	366				hypothetical protein
EBIIEENH_00341	gene	1260	N_27			
EBIIEENH_00341	CDS	1260	N_27			Nucleoprotein
EBIIEENH_00342	gene	156				
EBIIEENH_00342	CDS	156				hypothetical protein
EBIIEENH_00343	gene	43				
EBIIEENH_00343	misc_RNA	43				s2m
EBIIEENH_00344	gene	13218	1a_28			
EBIIEENH_00344	CDS	13218	1a_28			Replicase polyprotein 1a
EBIIEENH_00345	gene	82				
EBIIEENH_00345	misc_RNA	82				Corona_FSE
EBIIEENH_00346	gene	7788	rep_28			
EBIIEENH_00346	CDS	7788	rep_28			Replicase polyprotein 1ab
EBIIEENH_00347	gene	3822	S_28			
EBIIEENH_00347	CDS	3822	S_28			Spike glycoprotein
EBIIEENH_00348	gene	828	3a_28			
EBIIEENH_00348	CDS	828	3a_28			Protein 3a
EBIIEENH_00349	gene	669	M_28			
EBIIEENH_00349	CDS	669	M_28			Membrane protein
EBIIEENH_00350	gene	186				
EBIIEENH_00350	CDS	186				hypothetical protein
EBIIEENH_00351	gene	366	7a_28			
EBIIEENH_00351	CDS	366	7a_28			Protein 7a
EBIIEENH_00352	gene	132				
EBIIEENH_00352	CDS	132				hypothetical protein
EBIIEENH_00353	gene	366				
EBIIEENH_00353	CDS	366				hypothetical protein
EBIIEENH_00354	gene	1260	N_28			
EBIIEENH_00354	CDS	1260	N_28			Nucleoprotein
EBIIEENH_00355	gene	156				
EBIIEENH_00355	CDS	156				hypothetical protein
EBIIEENH_00356	gene	43				
EBIIEENH_00356	misc_RNA	43				s2m
EBIIEENH_00357	gene	11466	1a_29			
EBIIEENH_00357	CDS	11466	1a_29			Replicase polyprotein 1a
EBIIEENH_00358	gene	82				
EBIIEENH_00358	misc_RNA	82				Corona_FSE
EBIIEENH_00359	gene	2016	rep_29			
EBIIEENH_00359	CDS	2016	rep_29			Replicase polyprotein 1ab
EBIIEENH_00360	gene	3822	S_29			
EBIIEENH_00360	CDS	3822	S_29			Spike glycoprotein
EBIIEENH_00361	gene	828	3a_29			
EBIIEENH_00361	CDS	828	3a_29			Protein 3a
EBIIEENH_00362	gene	669	M_29			
EBIIEENH_00362	CDS	669	M_29			Membrane protein
EBIIEENH_00363	gene	186				
EBIIEENH_00363	CDS	186				hypothetical protein
EBIIEENH_00364	gene	366	7a_29			
EBIIEENH_00364	CDS	366	7a_29			Protein 7a
EBIIEENH_00365	gene	132				
EBIIEENH_00365	CDS	132				hypothetical protein
EBIIEENH_00366	gene	366				
EBIIEENH_00366	CDS	366				hypothetical protein
EBIIEENH_00367	gene	1260	N_29			
EBIIEENH_00367	CDS	1260	N_29			Nucleoprotein
EBIIEENH_00368	gene	156				
EBIIEENH_00368	CDS	156				hypothetical protein
EBIIEENH_00369	gene	43				
EBIIEENH_00369	misc_RNA	43				s2m
EBIIEENH_00370	gene	13218	1a_30			
EBIIEENH_00370	CDS	13218	1a_30			Replicase polyprotein 1a
EBIIEENH_00371	gene	82				
EBIIEENH_00371	misc_RNA	82				Corona_FSE
EBIIEENH_00372	gene	7788	rep_30			
EBIIEENH_00372	CDS	7788	rep_30			Replicase polyprotein 1ab
EBIIEENH_00373	gene	3822	S_30			
EBIIEENH_00373	CDS	3822	S_30			Spike glycoprotein
EBIIEENH_00374	gene	828	3a_30			
EBIIEENH_00374	CDS	828	3a_30			Protein 3a
EBIIEENH_00375	gene	669	M_30			
EBIIEENH_00375	CDS	669	M_30			Membrane protein
EBIIEENH_00376	gene	186				
EBIIEENH_00376	CDS	186				hypothetical protein
EBIIEENH_00377	gene	366	7a_30			
EBIIEENH_00377	CDS	366	7a_30			Protein 7a
EBIIEENH_00378	gene	132				
EBIIEENH_00378	CDS	132				hypothetical protein
EBIIEENH_00379	gene	366				
EBIIEENH_00379	CDS	366				hypothetical protein
EBIIEENH_00380	gene	1260	N_30			
EBIIEENH_00380	CDS	1260	N_30			Nucleoprotein
EBIIEENH_00381	gene	156				
EBIIEENH_00381	CDS	156				hypothetical protein
EBIIEENH_00382	gene	43				
EBIIEENH_00382	misc_RNA	43				s2m
EBIIEENH_00383	gene	13218	1a_31			
EBIIEENH_00383	CDS	13218	1a_31			Replicase polyprotein 1a
EBIIEENH_00384	gene	82				
EBIIEENH_00384	misc_RNA	82				Corona_FSE
EBIIEENH_00385	gene	7788	rep_31			
EBIIEENH_00385	CDS	7788	rep_31			Replicase polyprotein 1ab
EBIIEENH_00386	gene	3822	S_31			
EBIIEENH_00386	CDS	3822	S_31			Spike glycoprotein
EBIIEENH_00387	gene	828	3a_31			
EBIIEENH_00387	CDS	828	3a_31			Protein 3a
EBIIEENH_00388	gene	669	M_31			
EBIIEENH_00388	CDS	669	M_31			Membrane protein
EBIIEENH_00389	gene	186				
EBIIEENH_00389	CDS	186				hypothetical protein
EBIIEENH_00390	gene	366	7a_31			
EBIIEENH_00390	CDS	366	7a_31			Protein 7a
EBIIEENH_00391	gene	132				
EBIIEENH_00391	CDS	132				hypothetical protein
EBIIEENH_00392	gene	366				
EBIIEENH_00392	CDS	366				hypothetical protein
EBIIEENH_00393	gene	1260	N_31			
EBIIEENH_00393	CDS	1260	N_31			Nucleoprotein
EBIIEENH_00394	gene	156				
EBIIEENH_00394	CDS	156				hypothetical protein
EBIIEENH_00395	gene	43				
EBIIEENH_00395	misc_RNA	43				s2m
EBIIEENH_00396	gene	13218	1a_32			
EBIIEENH_00396	CDS	13218	1a_32			Replicase polyprotein 1a
EBIIEENH_00397	gene	82				
EBIIEENH_00397	misc_RNA	82				Corona_FSE
EBIIEENH_00398	gene	7788	rep_32			
EBIIEENH_00398	CDS	7788	rep_32			Replicase polyprotein 1ab
EBIIEENH_00399	gene	3822	S_32			
EBIIEENH_00399	CDS	3822	S_32			Spike glycoprotein
EBIIEENH_00400	gene	828	3a_32			
EBIIEENH_00400	CDS	828	3a_32			Protein 3a
EBIIEENH_00401	gene	669	M_32			
EBIIEENH_00401	CDS	669	M_32			Membrane protein
EBIIEENH_00402	gene	186				
EBIIEENH_00402	CDS	186				hypothetical protein
EBIIEENH_00403	gene	366	7a_32			
EBIIEENH_00403	CDS	366	7a_32			Protein 7a
EBIIEENH_00404	gene	132				
EBIIEENH_00404	CDS	132				hypothetical protein
EBIIEENH_00405	gene	366				
EBIIEENH_00405	CDS	366				hypothetical protein
EBIIEENH_00406	gene	1260	N_32			
EBIIEENH_00406	CDS	1260	N_32			Nucleoprotein
EBIIEENH_00407	gene	156				
EBIIEENH_00407	CDS	156				hypothetical protein
EBIIEENH_00408	gene	43				
EBIIEENH_00408	misc_RNA	43				s2m
EBIIEENH_00409	gene	13218	1a_33			
EBIIEENH_00409	CDS	13218	1a_33			Replicase polyprotein 1a
EBIIEENH_00410	gene	82				
EBIIEENH_00410	misc_RNA	82				Corona_FSE
EBIIEENH_00411	gene	7788	rep_33			
EBIIEENH_00411	CDS	7788	rep_33			Replicase polyprotein 1ab
EBIIEENH_00412	gene	3822	S_33			
EBIIEENH_00412	CDS	3822	S_33			Spike glycoprotein
EBIIEENH_00413	gene	828	3a_33			
EBIIEENH_00413	CDS	828	3a_33			Protein 3a
EBIIEENH_00414	gene	669	M_33			
EBIIEENH_00414	CDS	669	M_33			Membrane protein
EBIIEENH_00415	gene	186				
EBIIEENH_00415	CDS	186				hypothetical protein
EBIIEENH_00416	gene	366	7a_33			
EBIIEENH_00416	CDS	366	7a_33			Protein 7a
EBIIEENH_00417	gene	132				
EBIIEENH_00417	CDS	132				hypothetical protein
EBIIEENH_00418	gene	366				
EBIIEENH_00418	CDS	366				hypothetical protein
EBIIEENH_00419	gene	1260	N_33			
EBIIEENH_00419	CDS	1260	N_33			Nucleoprotein
EBIIEENH_00420	gene	156				
EBIIEENH_00420	CDS	156				hypothetical protein
EBIIEENH_00421	gene	43				
EBIIEENH_00421	misc_RNA	43				s2m
EBIIEENH_00422	gene	13218	1a_34			
EBIIEENH_00422	CDS	13218	1a_34			Replicase polyprotein 1a
EBIIEENH_00423	gene	82				
EBIIEENH_00423	misc_RNA	82				Corona_FSE
EBIIEENH_00424	gene	7788	rep_34			
EBIIEENH_00424	CDS	7788	rep_34			Replicase polyprotein 1ab
EBIIEENH_00425	gene	3822	S_34			
EBIIEENH_00425	CDS	3822	S_34			Spike glycoprotein
EBIIEENH_00426	gene	828	3a_34			
EBIIEENH_00426	CDS	828	3a_34			Protein 3a
EBIIEENH_00427	gene	669	M_34			
EBIIEENH_00427	CDS	669	M_34			Membrane protein
EBIIEENH_00428	gene	186				
EBIIEENH_00428	CDS	186				hypothetical protein
EBIIEENH_00429	gene	366	7a_34			
EBIIEENH_00429	CDS	366	7a_34			Protein 7a
EBIIEENH_00430	gene	132				
EBIIEENH_00430	CDS	132				hypothetical protein
EBIIEENH_00431	gene	366				
EBIIEENH_00431	CDS	366				hypothetical protein
EBIIEENH_00432	gene	1260	N_34			
EBIIEENH_00432	CDS	1260	N_34			Nucleoprotein
EBIIEENH_00433	gene	156				
EBIIEENH_00433	CDS	156				hypothetical protein
EBIIEENH_00434	gene	43				
EBIIEENH_00434	misc_RNA	43				s2m
EBIIEENH_00435	gene	13218	1a_35			
EBIIEENH_00435	CDS	13218	1a_35			Replicase polyprotein 1a
EBIIEENH_00436	gene	82				
EBIIEENH_00436	misc_RNA	82				Corona_FSE
EBIIEENH_00437	gene	7788	rep_35			
EBIIEENH_00437	CDS	7788	rep_35			Replicase polyprotein 1ab
EBIIEENH_00438	gene	3822	S_35			
EBIIEENH_00438	CDS	3822	S_35			Spike glycoprotein
EBIIEENH_00439	gene	828	3a_35			
EBIIEENH_00439	CDS	828	3a_35			Protein 3a
EBIIEENH_00440	gene	669	M_35			
EBIIEENH_00440	CDS	669	M_35			Membrane protein
EBIIEENH_00441	gene	186				
EBIIEENH_00441	CDS	186				hypothetical protein
EBIIEENH_00442	gene	366	7a_35			
EBIIEENH_00442	CDS	366	7a_35			Protein 7a
EBIIEENH_00443	gene	132				
EBIIEENH_00443	CDS	132				hypothetical protein
EBIIEENH_00444	gene	366				
EBIIEENH_00444	CDS	366				hypothetical protein
EBIIEENH_00445	gene	1260	N_35			
EBIIEENH_00445	CDS	1260	N_35			Nucleoprotein
EBIIEENH_00446	gene	43				
EBIIEENH_00446	misc_RNA	43				s2m
EBIIEENH_00447	gene	11028	1a_36			
EBIIEENH_00447	CDS	11028	1a_36			Replicase polyprotein 1a
EBIIEENH_00448	gene	82				
EBIIEENH_00448	misc_RNA	82				Corona_FSE
EBIIEENH_00449	gene	2904	rep_36			
EBIIEENH_00449	CDS	2904	rep_36			Replicase polyprotein 1ab
EBIIEENH_00450	gene	468	rep_37			
EBIIEENH_00450	CDS	468	rep_37			Replicase polyprotein 1ab
EBIIEENH_00451	gene	2796	rep_38			
EBIIEENH_00451	CDS	2796	rep_38			Replicase polyprotein 1ab
EBIIEENH_00452	gene	3822	S_36			
EBIIEENH_00452	CDS	3822	S_36			Spike glycoprotein
EBIIEENH_00453	gene	828	3a_36			
EBIIEENH_00453	CDS	828	3a_36			Protein 3a
EBIIEENH_00454	gene	669	M_36			
EBIIEENH_00454	CDS	669	M_36			Membrane protein
EBIIEENH_00455	gene	186				
EBIIEENH_00455	CDS	186				hypothetical protein
EBIIEENH_00456	gene	366	7a_36			
EBIIEENH_00456	CDS	366	7a_36			Protein 7a
EBIIEENH_00457	gene	132				
EBIIEENH_00457	CDS	132				hypothetical protein
EBIIEENH_00458	gene	366				
EBIIEENH_00458	CDS	366				hypothetical protein
EBIIEENH_00459	gene	156				
EBIIEENH_00459	CDS	156				hypothetical protein
EBIIEENH_00460	gene	43				
EBIIEENH_00460	misc_RNA	43				s2m
EBIIEENH_00461	gene	13218	1a_37			
EBIIEENH_00461	CDS	13218	1a_37			Replicase polyprotein 1a
EBIIEENH_00462	gene	82				
EBIIEENH_00462	misc_RNA	82				Corona_FSE
EBIIEENH_00463	gene	7788	rep_39			
EBIIEENH_00463	CDS	7788	rep_39			Replicase polyprotein 1ab
EBIIEENH_00464	gene	3822	S_37			
EBIIEENH_00464	CDS	3822	S_37			Spike glycoprotein
EBIIEENH_00465	gene	828	3a_37			
EBIIEENH_00465	CDS	828	3a_37			Protein 3a
EBIIEENH_00466	gene	669	M_37			
EBIIEENH_00466	CDS	669	M_37			Membrane protein
EBIIEENH_00467	gene	186				
EBIIEENH_00467	CDS	186				hypothetical protein
EBIIEENH_00468	gene	366	7a_37			
EBIIEENH_00468	CDS	366	7a_37			Protein 7a
EBIIEENH_00469	gene	132				
EBIIEENH_00469	CDS	132				hypothetical protein
EBIIEENH_00470	gene	366				
EBIIEENH_00470	CDS	366				hypothetical protein
EBIIEENH_00471	gene	1260	N_36			
EBIIEENH_00471	CDS	1260	N_36			Nucleoprotein
EBIIEENH_00472	gene	156				
EBIIEENH_00472	CDS	156				hypothetical protein
EBIIEENH_00473	gene	43				
EBIIEENH_00473	misc_RNA	43				s2m
EBIIEENH_00474	gene	13218	1a_38			
EBIIEENH_00474	CDS	13218	1a_38			Replicase polyprotein 1a
EBIIEENH_00475	gene	82				
EBIIEENH_00475	misc_RNA	82				Corona_FSE
EBIIEENH_00476	gene	7788	rep_40			
EBIIEENH_00476	CDS	7788	rep_40			Replicase polyprotein 1ab
EBIIEENH_00477	gene	3822	S_38			
EBIIEENH_00477	CDS	3822	S_38			Spike glycoprotein
EBIIEENH_00478	gene	828	3a_38			
EBIIEENH_00478	CDS	828	3a_38			Protein 3a
EBIIEENH_00479	gene	669	M_38			
EBIIEENH_00479	CDS	669	M_38			Membrane protein
EBIIEENH_00480	gene	186				
EBIIEENH_00480	CDS	186				hypothetical protein
EBIIEENH_00481	gene	366	7a_38			
EBIIEENH_00481	CDS	366	7a_38			Protein 7a
EBIIEENH_00482	gene	132				
EBIIEENH_00482	CDS	132				hypothetical protein
EBIIEENH_00483	gene	366				
EBIIEENH_00483	CDS	366				hypothetical protein
EBIIEENH_00484	gene	1260	N_37			
EBIIEENH_00484	CDS	1260	N_37			Nucleoprotein
EBIIEENH_00485	gene	156				
EBIIEENH_00485	CDS	156				hypothetical protein
EBIIEENH_00486	gene	43				
EBIIEENH_00486	misc_RNA	43				s2m
EBIIEENH_00487	gene	13218	1a_39			
EBIIEENH_00487	CDS	13218	1a_39			Replicase polyprotein 1a
EBIIEENH_00488	gene	82				
EBIIEENH_00488	misc_RNA	82				Corona_FSE
EBIIEENH_00489	gene	7788	rep_41			
EBIIEENH_00489	CDS	7788	rep_41			Replicase polyprotein 1ab
EBIIEENH_00490	gene	3822	S_39			
EBIIEENH_00490	CDS	3822	S_39			Spike glycoprotein
EBIIEENH_00491	gene	828	3a_39			
EBIIEENH_00491	CDS	828	3a_39			Protein 3a
EBIIEENH_00492	gene	669	M_39			
EBIIEENH_00492	CDS	669	M_39			Membrane protein
EBIIEENH_00493	gene	186				
EBIIEENH_00493	CDS	186				hypothetical protein
EBIIEENH_00494	gene	366	7a_39			
EBIIEENH_00494	CDS	366	7a_39			Protein 7a
EBIIEENH_00495	gene	132				
EBIIEENH_00495	CDS	132				hypothetical protein
EBIIEENH_00496	gene	366				
EBIIEENH_00496	CDS	366				hypothetical protein
EBIIEENH_00497	gene	1260	N_38			
EBIIEENH_00497	CDS	1260	N_38			Nucleoprotein
EBIIEENH_00498	gene	156				
EBIIEENH_00498	CDS	156				hypothetical protein
EBIIEENH_00499	gene	43				
EBIIEENH_00499	misc_RNA	43				s2m
EBIIEENH_00500	gene	13218	1a_40			
EBIIEENH_00500	CDS	13218	1a_40			Replicase polyprotein 1a
EBIIEENH_00501	gene	82				
EBIIEENH_00501	misc_RNA	82				Corona_FSE
EBIIEENH_00502	gene	7788	rep_42			
EBIIEENH_00502	CDS	7788	rep_42			Replicase polyprotein 1ab
EBIIEENH_00503	gene	3822	S_40			
EBIIEENH_00503	CDS	3822	S_40			Spike glycoprotein
EBIIEENH_00504	gene	828	3a_40			
EBIIEENH_00504	CDS	828	3a_40			Protein 3a
EBIIEENH_00505	gene	669	M_40			
EBIIEENH_00505	CDS	669	M_40			Membrane protein
EBIIEENH_00506	gene	186				
EBIIEENH_00506	CDS	186				hypothetical protein
EBIIEENH_00507	gene	366	7a_40			
EBIIEENH_00507	CDS	366	7a_40			Protein 7a
EBIIEENH_00508	gene	132				
EBIIEENH_00508	CDS	132				hypothetical protein
EBIIEENH_00509	gene	366				
EBIIEENH_00509	CDS	366				hypothetical protein
EBIIEENH_00510	gene	1260	N_39			
EBIIEENH_00510	CDS	1260	N_39			Nucleoprotein
EBIIEENH_00511	gene	156				
EBIIEENH_00511	CDS	156				hypothetical protein
EBIIEENH_00512	gene	43				
EBIIEENH_00512	misc_RNA	43				s2m
EBIIEENH_00513	gene	4026	1a_41			
EBIIEENH_00513	CDS	4026	1a_41			Replicase polyprotein 1a
EBIIEENH_00514	gene	82				
EBIIEENH_00514	misc_RNA	82				Corona_FSE
EBIIEENH_00515	gene	7788	rep_43			
EBIIEENH_00515	CDS	7788	rep_43			Replicase polyprotein 1ab
EBIIEENH_00516	gene	1734	S_41			
EBIIEENH_00516	CDS	1734	S_41			Spike glycoprotein
EBIIEENH_00517	gene	828	3a_41			
EBIIEENH_00517	CDS	828	3a_41			Protein 3a
EBIIEENH_00518	gene	669	M_41			
EBIIEENH_00518	CDS	669	M_41			Membrane protein
EBIIEENH_00519	gene	186				
EBIIEENH_00519	CDS	186				hypothetical protein
EBIIEENH_00520	gene	366	7a_41			
EBIIEENH_00520	CDS	366	7a_41			Protein 7a
EBIIEENH_00521	gene	366				
EBIIEENH_00521	CDS	366				hypothetical protein
EBIIEENH_00522	gene	1260	N_40			
EBIIEENH_00522	CDS	1260	N_40			Nucleoprotein
EBIIEENH_00523	gene	43				
EBIIEENH_00523	misc_RNA	43				s2m
EBIIEENH_00524	gene	13218	1a_42			
EBIIEENH_00524	CDS	13218	1a_42			Replicase polyprotein 1a
EBIIEENH_00525	gene	82				
EBIIEENH_00525	misc_RNA	82				Corona_FSE
EBIIEENH_00526	gene	7788	rep_44			
EBIIEENH_00526	CDS	7788	rep_44			Replicase polyprotein 1ab
EBIIEENH_00527	gene	3822	S_42			
EBIIEENH_00527	CDS	3822	S_42			Spike glycoprotein
EBIIEENH_00528	gene	828	3a_42			
EBIIEENH_00528	CDS	828	3a_42			Protein 3a
EBIIEENH_00529	gene	669	M_42			
EBIIEENH_00529	CDS	669	M_42			Membrane protein
EBIIEENH_00530	gene	186				
EBIIEENH_00530	CDS	186				hypothetical protein
EBIIEENH_00531	gene	366	7a_42			
EBIIEENH_00531	CDS	366	7a_42			Protein 7a
EBIIEENH_00532	gene	132				
EBIIEENH_00532	CDS	132				hypothetical protein
EBIIEENH_00533	gene	366				
EBIIEENH_00533	CDS	366				hypothetical protein
EBIIEENH_00534	gene	1260	N_41			
EBIIEENH_00534	CDS	1260	N_41			Nucleoprotein
EBIIEENH_00535	gene	156				
EBIIEENH_00535	CDS	156				hypothetical protein
EBIIEENH_00536	gene	43				
EBIIEENH_00536	misc_RNA	43				s2m
EBIIEENH_00537	gene	13218	1a_43			
EBIIEENH_00537	CDS	13218	1a_43			Replicase polyprotein 1a
EBIIEENH_00538	gene	82				
EBIIEENH_00538	misc_RNA	82				Corona_FSE
EBIIEENH_00539	gene	7788	rep_45			
EBIIEENH_00539	CDS	7788	rep_45			Replicase polyprotein 1ab
EBIIEENH_00540	gene	3822	S_43			
EBIIEENH_00540	CDS	3822	S_43			Spike glycoprotein
EBIIEENH_00541	gene	828	3a_43			
EBIIEENH_00541	CDS	828	3a_43			Protein 3a
EBIIEENH_00542	gene	669	M_43			
EBIIEENH_00542	CDS	669	M_43			Membrane protein
EBIIEENH_00543	gene	186				
EBIIEENH_00543	CDS	186				hypothetical protein
EBIIEENH_00544	gene	366	7a_43			
EBIIEENH_00544	CDS	366	7a_43			Protein 7a
EBIIEENH_00545	gene	132				
EBIIEENH_00545	CDS	132				hypothetical protein
EBIIEENH_00546	gene	366				
EBIIEENH_00546	CDS	366				hypothetical protein
EBIIEENH_00547	gene	1260	N_42			
EBIIEENH_00547	CDS	1260	N_42			Nucleoprotein
EBIIEENH_00548	gene	156				
EBIIEENH_00548	CDS	156				hypothetical protein
EBIIEENH_00549	gene	43				
EBIIEENH_00549	misc_RNA	43				s2m
EBIIEENH_00550	gene	13218	1a_44			
EBIIEENH_00550	CDS	13218	1a_44			Replicase polyprotein 1a
EBIIEENH_00551	gene	82				
EBIIEENH_00551	misc_RNA	82				Corona_FSE
EBIIEENH_00552	gene	7788	rep_46			
EBIIEENH_00552	CDS	7788	rep_46			Replicase polyprotein 1ab
EBIIEENH_00553	gene	3822	S_44			
EBIIEENH_00553	CDS	3822	S_44			Spike glycoprotein
EBIIEENH_00554	gene	828	3a_44			
EBIIEENH_00554	CDS	828	3a_44			Protein 3a
EBIIEENH_00555	gene	669	M_44			
EBIIEENH_00555	CDS	669	M_44			Membrane protein
EBIIEENH_00556	gene	186				
EBIIEENH_00556	CDS	186				hypothetical protein
EBIIEENH_00557	gene	366	7a_44			
EBIIEENH_00557	CDS	366	7a_44			Protein 7a
EBIIEENH_00558	gene	132				
EBIIEENH_00558	CDS	132				hypothetical protein
EBIIEENH_00559	gene	366				
EBIIEENH_00559	CDS	366				hypothetical protein
EBIIEENH_00560	gene	1260	N_43			
EBIIEENH_00560	CDS	1260	N_43			Nucleoprotein
EBIIEENH_00561	gene	156				
EBIIEENH_00561	CDS	156				hypothetical protein
EBIIEENH_00562	gene	43				
EBIIEENH_00562	misc_RNA	43				s2m
EBIIEENH_00563	gene	13218	1a_45			
EBIIEENH_00563	CDS	13218	1a_45			Replicase polyprotein 1a
EBIIEENH_00564	gene	82				
EBIIEENH_00564	misc_RNA	82				Corona_FSE
EBIIEENH_00565	gene	7788	rep_47			
EBIIEENH_00565	CDS	7788	rep_47			Replicase polyprotein 1ab
EBIIEENH_00566	gene	3822	S_45			
EBIIEENH_00566	CDS	3822	S_45			Spike glycoprotein
EBIIEENH_00567	gene	828	3a_45			
EBIIEENH_00567	CDS	828	3a_45			Protein 3a
EBIIEENH_00568	gene	669	M_45			
EBIIEENH_00568	CDS	669	M_45			Membrane protein
EBIIEENH_00569	gene	186				
EBIIEENH_00569	CDS	186				hypothetical protein
EBIIEENH_00570	gene	366	7a_45			
EBIIEENH_00570	CDS	366	7a_45			Protein 7a
EBIIEENH_00571	gene	132				
EBIIEENH_00571	CDS	132				hypothetical protein
EBIIEENH_00572	gene	366				
EBIIEENH_00572	CDS	366				hypothetical protein
EBIIEENH_00573	gene	1260	N_44			
